address_neighborhood,pricingInfos_price,predict_price,variacao
Vila Sao Francisco (Zona Sul),332500.0,0.0,-1.0
Vila Sao Geraldo,263900.0,0.0,-1.0
Vila Sao Jose,693000.0,0.0,-1.0
Vila Sao Luis,496999.0,0.0,-1.0
Vila Sao Luis(Zona Oeste),524300.0,0.0,-1.0
Vila Sao Paulo,307300.0,717826.8838445296,1.3359156649675548
Vila Sao Pedro,325500.0,0.0,-1.0
Vila Sao Silvestre (Zona Leste),525000.0,457573.2691818341,-0.1284318682250779
Vila Sao Vicente,770000.0,0.0,-1.0
Vila Sapopemba,351400.0,0.0,-1.0
Vila Serralheiro,336000.0,0.0,-1.0
Vila Silva Teles,1152200.0,0.0,-1.0
Vila Silvia,269499.5,224206.72266229804,-0.1680625653765664
Vila Sinhá,350000.0,0.0,-1.0
Vila Siqueira,217000.0,0.0,-1.0
Vila Siqueira (Zona Norte),244999.0,283128.20362429076,0.15563003777276951
Vila Sirene,350000.0,0.0,-1.0
Vila Siria,266000.0,0.0,-1.0
Vila Socorro,206500.0,0.0,-1.0
Vila Sofia,385000.0,380292.53590375424,-0.012227179470768235
Vila Sonia,451500.0,414004.01096770965,-0.08304759475590329
Vila Souza,297500.0,237833.20031804068,-0.20056067119986332
Vila Sulina,840000.0,0.0,-1.0
Vila Suzana,525000.0,468443.6887267262,-0.10772630718718812
Vila São Francisco,840000.0,452849.86214600527,-0.4608930212547556
Vila São Francisco (Zona Sul),398046.0,0.0,-1.0
Vila São Geraldo,332500.0,0.0,-1.0
Vila São José,411600.0,442251.8341409136,0.07446995661057731
Vila São José‎,448000.0,233658.35672654636,-0.4784411680211018
Vila São Luís(Zona Oeste),468999.0,0.0,-1.0
Vila São Nicolau,311500.0,0.0,-1.0
Vila São Paulo,301000.0,0.0,-1.0
Vila São Pedro,442749.5,483361.7736041512,0.09172742962815583
Vila São Silvestre,430500.0,258626.20278781038,-0.3992422699470142
Vila São Silvestre (Zona Leste),266000.0,0.0,-1.0
Vila São Vicente,456750.0,355726.7698714451,-0.22117839108605342
Vila Sílvia,154000.0,188037.56060241608,0.2210231207949096
Vila Sônia,455000.0,411402.36024700844,-0.09581898846811332
Vila Talarico,258999.0,203451.35156647034,-0.21447051314302235
Vila Taquari,273000.0,193702.73717239723,-0.2904661642036731
Vila Teresinha,315000.0,0.0,-1.0
Vila Tiradentes,322000.0,399736.5265477183,0.2414177843096843
Vila Tolstoi,346500.0,0.0,-1.0
Vila Tramontano,1400000.0,376471.07490386954,-0.7310920893543789
Vila Uberabinha,910000.0,1020374.8279427371,0.12129101971729361
Vila Uniao(Zona Norte),420000.0,0.0,-1.0
Vila Universitaria,273000.0,0.0,-1.0
Vila Universitária,371000.0,0.0,-1.0
Vila União,560000.0,0.0,-1.0
Vila União (Zona Leste),220500.0,0.0,-1.0
Vila Vera,336000.0,347516.24774867645,0.034274546871060796
Vila Verde,287000.0,0.0,-1.0
Vila Vermelha,383250.0,345131.3085459284,-0.09946168676861478
Vila Virginia,315000.0,0.0,-1.0
Vila Vitorio Mazzei,213500.0,273684.2272305984,0.2818933359746998
Vila Vitório Mazzei,489999.0,287764.06724988343,-0.4127251948475743
Vila Yara,278565.0,0.0,-1.0
Vila Yolanda,98687.0,0.0,-1.0
Vila Zat,322000.0,280484.7478818814,-0.12892935440409492
Vila Zefira,154000.0,0.0,-1.0
Vila Zelina,455000.0,381399.2036716763,-0.16175999193038182
Vila Zilda,381500.0,389185.1776159081,0.020144633331344863
Vila Zulmira,315000.0,0.0,-1.0
Vila da Paz,217000.0,0.0,-1.0
Vila da Saúde,448000.0,442809.6335611167,-0.01158563937250734
Vila das Belezas,189000.0,195451.62952398777,0.03413560594702525
Vila das Merces,278590.5,343641.165480101,0.23349922369966314
Vila das Mercês,301000.0,324069.7379317651,0.07664364761383746
Vila do Bosque,489999.0,0.0,-1.0
Vila do Castelo,384300.0,0.0,-1.0
Vila do Encontro,279073.5,0.0,-1.0
Vila dos Andradas,240099.5,0.0,-1.0
Vila dos Andrades,465149.5,0.0,-1.0
Vila dos Minérios,244999.0,0.0,-1.0
Vila dos Remedios,297499.5,298212.13819582557,0.0023954265329035884
Vila dos Remédios,332500.0,0.0,-1.0
Vila rica,280000.0,0.0,-1.0
Vila Água Funda,350000.0,0.0,-1.0
Villaggio Panamby,1400000.0,667611.3386368728,-0.5231347581165194
Vl Amélia,197400.0,0.0,-1.0
Vl Argentina,332500.0,0.0,-1.0
Vl Bertioga,297500.0,0.0,-1.0
Vl Firmiano,815500.0,0.0,-1.0
Vl M Velho,332500.0,0.0,-1.0
Vl Madalena,665000.0,848507.7531998437,0.27595150857119344
Vl Mariana,420000.0,0.0,-1.0
Vl Mascote,266000.0,0.0,-1.0
Vl Monumento/Ipiran,787500.0,0.0,-1.0
Vl Paranagua,227499.5,0.0,-1.0
Vl Pompeia,667800.0,885596.6849333897,0.32614058839980475
Vl R Feijo,489999.0,1086689.205193543,1.217737597818655
Vl. Iza,333900.0,0.0,-1.0
Vl. Mariana,630000.0,0.0,-1.0
Vl. Mazzei,210000.0,0.0,-1.0
Vl. Monte Alegre,315000.0,0.0,-1.0
Vl. Nova Conceic,619500.0,0.0,-1.0
Vl. Pauliceia,420000.0,0.0,-1.0
Vl. Prudente,268450.0,718358.959731161,1.675950678827197
Várzea da Barra Funda,587657.0,682096.3204340369,0.1607048336598338
Várzea de Baixo,651000.0,980275.5442678588,0.5057996071702902
itaim,2152500.0,0.0,-1.0
vila prudente,175000.0,0.0,-1.0
Água Branca,420000.0,457840.1607734316,0.09009562088912282
Água Fria,560000.0,458455.4530345257,-0.1813295481526327
Água Funda,376249.5,342449.12327733985,-0.08983500768149899
Água Rasa,559300.0,462766.7165636379,-0.17259660904051866
